datetime,Weekday,season,Holiday,Workingday,weather,Temp,Feel-like temp,Humidity,Windspeed,Casual renter,Registered renter,Total renter
3/15/15 6:00,7,1,0,0,1,13.94,18.18,66,0,0,2,2
3/15/15 7:00,7,1,0,0,1,14.76,17.425,62,12.998,2,8,10
3/15/15 8:00,7,1,0,0,1,16.4,20.455,50,19.9995,11,23,34
3/15/15 9:00,7,1,0,0,1,16.4,20.455,50,27.9993,8,36,44
3/15/15 10:00,7,1,0,0,1,17.22,21.21,47,16.9979,36,86,122
3/15/15 11:00,7,1,0,0,1,18.04,21.97,41,27.9993,88,93,181
3/15/15 12:00,7,1,0,0,1,18.86,22.725,38,26.0027,74,120,194
3/15/15 13:00,7,1,0,0,1,18.86,22.725,38,26.0027,97,124,221
3/15/15 14:00,7,1,0,0,1,18.86,22.725,41,19.9995,144,106,250
3/15/15 15:00,7,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
3/15/15 16:00,7,1,0,0,1,18.86,22.725,41,26.0027,124,132,256
3/15/15 17:00,7,1,0,0,1,18.04,21.97,41,23.9994,98,143,241
3/15/15 18:00,7,1,0,0,1,16.4,20.455,43,23.9994,55,92,147
3/15/15 19:00,7,1,0,0,1,14.76,16.665,50,23.9994,28,73,101
3/15/15 20:00,7,1,0,0,1,13.12,15.15,57,19.9995,23,54,77
3/15/15 21:00,7,1,0,0,1,12.3,14.395,56,16.9979,9,49,58
3/15/15 22:00,7,1,0,0,1,12.3,13.635,56,22.0028,8,29,37
3/15/15 23:00,7,1,0,0,1,10.66,12.88,65,15.0013,5,23,28
3/16/15 0:00,1,1,0,1,1,10.66,13.635,65,7.0015,4,7,11
3/16/15 1:00,1,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
3/16/15 2:00,1,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
3/16/15 3:00,1,1,0,1,1,10.66,13.635,65,8.9981,0,3,3
3/16/15 5:00,1,1,0,1,1,9.84,12.12,70,8.9981,0,8,8
3/16/15 6:00,1,1,0,1,1,10.66,13.635,65,8.9981,1,27,28
3/16/15 7:00,1,1,0,1,2,11.48,15.91,61,0,4,84,88
3/16/15 8:00,1,1,0,1,2,12.3,15.15,56,8.9981,24,217,241
3/16/15 9:00,1,1,0,1,1,13.12,15.15,53,22.0028,13,127,140
3/16/15 10:00,1,1,0,1,1,13.94,15.91,42,16.9979,27,57,84
3/16/15 11:00,1,1,0,1,1,14.76,16.665,40,16.9979,26,45,71
3/16/15 12:00,1,1,0,1,1,15.58,19.695,37,0,40,54,94
3/16/15 13:00,1,1,0,1,1,15.58,19.695,36,22.0028,24,51,75
3/16/15 14:00,1,1,0,1,2,15.58,19.695,34,0,27,52,79
3/16/15 15:00,1,1,0,1,1,15.58,19.695,37,11.0014,24,77,101
3/16/15 16:00,1,1,0,1,1,16.4,20.455,35,7.0015,27,80,107
3/16/15 17:00,1,1,0,1,1,15.58,19.695,40,12.998,42,229,271
3/16/15 18:00,1,1,0,1,1,14.76,18.18,40,7.0015,25,210,235
3/16/15 19:00,1,1,0,1,1,14.76,17.425,43,8.9981,17,133,150
3/16/15 20:00,1,1,0,1,1,13.94,15.91,46,15.0013,23,106,129
3/16/15 21:00,1,1,0,1,1,13.94,16.665,46,8.9981,5,58,63
3/16/15 22:00,1,1,0,1,1,13.12,16.665,49,7.0015,4,43,47
3/16/15 23:00,1,1,0,1,1,13.12,17.425,53,0,2,17,19
3/17/15 0:00,2,1,0,1,1,13.12,17.425,53,0,7,7,14
3/17/15 1:00,2,1,0,1,1,12.3,15.15,62,6.0032,4,6,10
3/17/15 2:00,2,1,0,1,1,12.3,15.15,62,6.0032,1,2,3
3/17/15 4:00,2,1,0,1,1,9.84,12.88,75,6.0032,1,1,2
3/17/15 5:00,2,1,0,1,1,9.84,11.365,75,12.998,0,11,11
3/17/15 6:00,2,1,0,1,1,9.02,11.365,80,12.998,3,32,35
3/17/15 7:00,2,1,0,1,1,9.84,12.12,75,11.0014,10,109,119
3/17/15 8:00,2,1,0,1,1,10.66,14.395,70,6.0032,23,259,282
3/17/15 9:00,2,1,0,1,2,12.3,16.665,70,0,10,147,157
3/17/15 10:00,2,1,0,1,2,13.12,15.91,66,12.998,22,56,78
3/17/15 11:00,2,1,0,1,2,13.94,15.91,57,15.0013,27,51,78
3/17/15 12:00,2,1,0,1,2,14.76,17.425,50,15.0013,32,70,102
3/17/15 13:00,2,1,0,1,2,14.76,16.665,57,19.0012,23,74,97
3/17/15 14:00,2,1,0,1,2,15.58,19.695,46,19.9995,14,74,88
3/17/15 15:00,2,1,0,1,2,15.58,19.695,43,19.0012,24,66,90
3/17/15 16:00,2,1,0,1,2,15.58,19.695,46,22.0028,21,93,114
3/17/15 17:00,2,1,0,1,2,14.76,17.425,62,12.998,22,195,217
3/17/15 18:00,2,1,0,1,2,14.76,16.665,62,19.9995,18,207,225
3/17/15 19:00,2,1,0,1,2,13.94,15.91,71,19.0012,14,138,152
3/17/15 20:00,2,1,0,1,2,13.94,15.91,71,19.0012,9,79,88
3/17/15 21:00,2,1,0,1,3,13.12,16.665,81,7.0015,2,53,55
3/17/15 22:00,2,1,0,1,2,13.12,15.91,87,11.0014,1,20,21
3/17/15 23:00,2,1,0,1,2,13.12,15.91,87,11.0014,1,17,18
3/18/15 0:00,3,1,0,1,3,12.3,14.395,93,16.9979,0,8,8
3/18/15 1:00,3,1,0,1,3,12.3,13.635,100,19.9995,1,2,3
3/18/15 3:00,3,1,0,1,2,11.48,13.635,100,15.0013,1,2,3
3/18/15 4:00,3,1,0,1,2,12.3,15.15,93,11.0014,0,1,1
3/18/15 5:00,3,1,0,1,2,12.3,15.91,93,7.0015,0,3,3
3/18/15 6:00,3,1,0,1,2,12.3,15.91,93,7.0015,1,30,31
3/18/15 7:00,3,1,0,1,2,12.3,14.395,93,12.998,10,101,111
3/18/15 8:00,3,1,0,1,2,13.12,15.91,93,0,26,227,253
3/18/15 9:00,3,1,0,1,2,13.12,16.665,93,8.9981,10,144,154
3/18/15 10:00,3,1,0,1,2,14.76,17.425,81,11.0014,19,49,68
3/18/15 11:00,3,1,0,1,2,14.76,17.425,81,8.9981,13,62,75
3/18/15 12:00,3,1,0,1,2,16.4,20.455,71,7.0015,23,65,88
3/18/15 13:00,3,1,0,1,2,16.4,20.455,76,8.9981,18,81,99
3/18/15 14:00,3,1,0,1,2,16.4,20.455,76,15.0013,33,67,100
3/18/15 15:00,3,1,0,1,2,16.4,20.455,76,16.9979,22,79,101
3/18/15 16:00,3,1,0,1,2,16.4,20.455,76,11.0014,30,121,151
3/18/15 17:00,3,1,0,1,2,18.04,21.97,54,19.9995,37,216,253
3/18/15 18:00,3,1,0,1,2,18.04,21.97,54,15.0013,26,211,237
3/18/15 19:00,3,1,0,1,2,18.04,21.97,51,22.0028,18,150,168
3/18/15 20:00,3,1,0,1,2,17.22,21.21,54,19.9995,10,111,121
3/18/15 21:00,3,1,0,1,2,17.22,21.21,58,19.0012,3,75,78
3/18/15 22:00,3,1,0,1,2,16.4,20.455,62,26.0027,11,48,59
3/18/15 23:00,3,1,0,1,1,16.4,20.455,65,12.998,9,18,27
3/19/15 0:00,4,1,0,1,1,15.58,19.695,66,16.9979,4,19,23
3/19/15 1:00,4,1,0,1,1,14.76,17.425,71,15.0013,1,11,12
3/19/15 2:00,4,1,0,1,1,13.94,15.15,71,19.9995,3,5,8
3/19/15 3:00,4,1,0,1,1,13.94,16.665,66,11.0014,1,1,2
3/19/15 4:00,4,1,0,1,1,13.94,16.665,71,12.998,0,3,3
3/19/15 5:00,4,1,0,1,1,13.12,16.665,76,7.0015,0,13,13
3/19/15 6:00,4,1,0,1,1,13.12,15.91,76,12.998,4,47,51
3/19/15 7:00,4,1,0,1,1,13.12,16.665,76,8.9981,12,128,140
3/19/15 8:00,4,1,0,1,1,14.76,17.425,66,8.9981,17,282,299
3/19/15 9:00,4,1,0,1,1,16.4,20.455,62,16.9979,23,162,185
3/19/15 10:00,4,1,0,1,1,18.04,21.97,54,22.0028,9,69,78
3/19/15 11:00,4,1,0,1,1,18.04,21.97,54,19.0012,20,66,86
3/19/15 12:00,4,1,0,1,1,20.5,24.24,45,15.0013,24,81,105
3/19/15 13:00,4,1,0,1,2,21.32,25,42,6.0032,26,85,111
3/19/15 14:00,4,1,0,1,1,20.5,24.24,45,7.0015,32,87,119
3/19/15 15:00,4,1,0,1,1,21.32,25,42,16.9979,30,95,125
3/19/15 16:00,4,1,0,1,1,20.5,24.24,48,19.0012,34,108,142
3/19/15 17:00,4,1,0,1,1,20.5,24.24,42,12.998,48,265,313
3/19/15 18:00,4,1,0,1,2,18.86,22.725,59,11.0014,50,260,310
3/19/15 19:00,4,1,0,1,1,18.04,21.97,58,12.998,18,189,207
3/19/15 20:00,4,1,0,1,1,17.22,21.21,67,15.0013,25,112,137
3/19/15 21:00,4,1,0,1,1,17.22,21.21,62,15.0013,19,119,138
3/19/15 22:00,4,1,0,1,1,16.4,20.455,66,15.0013,17,70,87
3/19/15 23:00,4,1,0,1,1,17.22,21.21,62,19.0012,7,43,50
3/20/15 0:00,5,1,0,1,1,17.22,21.21,58,19.0012,5,24,29
3/20/15 1:00,5,1,0,1,1,16.4,20.455,62,16.9979,4,12,16
3/20/15 2:00,5,1,0,1,1,16.4,20.455,62,12.998,5,9,14
3/20/15 3:00,5,1,0,1,1,14.76,17.425,71,12.998,1,4,5
3/20/15 5:00,5,1,0,1,1,15.58,19.695,66,11.0014,2,8,10
3/20/15 6:00,5,1,0,1,1,16.4,20.455,66,12.998,1,35,36
3/20/15 7:00,5,1,0,1,1,16.4,20.455,66,12.998,11,112,123
3/20/15 8:00,5,1,0,1,1,17.22,21.21,67,16.9979,24,256,280
3/20/15 9:00,5,1,0,1,1,18.86,22.725,63,15.0013,18,192,210
3/20/15 10:00,5,1,0,1,1,21.32,25,53,19.0012,43,74,117
3/20/15 11:00,5,1,0,1,1,22.14,25.76,52,19.0012,55,104,159
3/20/15 12:00,5,1,0,1,2,22.96,26.515,49,23.9994,72,123,195
3/20/15 13:00,5,1,0,1,1,26.24,31.06,41,19.0012,57,118,175
3/20/15 14:00,5,1,0,1,1,27.06,31.06,39,16.9979,71,103,174
3/20/15 15:00,5,1,0,1,2,27.88,31.82,39,23.9994,62,111,173
3/20/15 16:00,5,1,0,1,1,27.88,31.82,39,19.0012,67,137,204
3/20/15 17:00,5,1,0,1,1,28.7,31.82,37,22.0028,95,237,332
3/20/15 18:00,5,1,0,1,1,27.88,31.82,39,11.0014,84,247,331
3/20/15 19:00,5,1,0,1,1,27.06,31.06,44,8.9981,58,132,190
3/20/15 20:00,5,1,0,1,1,25.42,31.06,46,8.9981,46,103,149
3/20/15 21:00,5,1,0,1,1,25.42,31.06,46,7.0015,22,91,113
3/20/15 22:00,5,1,0,1,1,25.42,31.06,50,11.0014,55,63,118
3/20/15 23:00,5,1,0,1,2,24.6,31.06,53,15.0013,26,60,86
3/21/15 0:00,6,1,0,0,2,24.6,31.06,53,16.9979,26,50,76
3/21/15 1:00,6,1,0,0,2,23.78,27.275,46,23.9994,16,35,51
3/21/15 2:00,6,1,0,0,2,22.96,26.515,43,15.0013,5,20,25
3/21/15 3:00,6,1,0,0,2,22.14,25.76,39,22.0028,1,7,8
3/21/15 4:00,6,1,0,0,1,21.32,25,34,27.9993,1,2,3
3/21/15 5:00,6,1,0,0,1,21.32,25,34,27.9993,0,2,2
3/21/15 6:00,6,1,0,0,1,18.04,21.97,44,27.9993,0,10,10
3/21/15 7:00,6,1,0,0,1,16.4,20.455,50,22.0028,4,9,13
3/21/15 8:00,6,1,0,0,1,17.22,21.21,47,32.9975,11,37,48
3/21/15 9:00,6,1,0,0,1,17.22,21.21,44,31.0009,35,41,76
3/21/15 10:00,6,1,0,0,1,18.04,21.97,38,27.9993,55,85,140
3/21/15 11:00,6,1,0,0,1,18.86,22.725,36,30.0026,90,106,196
3/21/15 12:00,6,1,0,0,1,18.86,22.725,33,27.9993,126,141,267
3/21/15 13:00,6,1,0,0,1,20.5,24.24,34,31.0009,174,127,301
3/21/15 14:00,6,1,0,0,1,20.5,24.24,31,32.9975,168,144,312
3/21/15 15:00,6,1,0,0,1,20.5,24.24,29,27.9993,170,143,313
3/21/15 16:00,6,1,0,0,1,20.5,24.24,31,26.0027,175,129,304
3/21/15 17:00,6,1,0,0,1,19.68,23.485,31,22.0028,138,140,278
3/21/15 18:00,6,1,0,0,1,18.86,22.725,31,22.0028,92,125,217
3/21/15 19:00,6,1,0,0,1,18.04,21.97,33,19.0012,38,116,154
3/21/15 20:00,6,1,0,0,1,17.22,21.21,35,15.0013,39,69,108
3/21/15 21:00,6,1,0,0,1,16.4,20.455,37,19.9995,20,73,93
3/21/15 22:00,6,1,0,0,1,16.4,20.455,37,22.0028,27,45,72
3/21/15 23:00,6,1,0,0,1,15.58,19.695,40,19.9995,13,37,50
3/22/15 0:00,7,1,0,0,1,13.94,15.15,49,27.9993,8,38,46
3/22/15 1:00,7,1,0,0,1,13.12,14.395,53,23.9994,12,26,38
3/22/15 2:00,7,1,0,0,1,12.3,14.395,52,19.0012,3,14,17
3/22/15 3:00,7,1,0,0,1,11.48,13.635,56,16.9979,4,13,17
3/22/15 4:00,7,1,0,0,1,10.66,12.88,56,15.0013,3,6,9
3/22/15 5:00,7,1,0,0,1,10.66,12.88,60,12.998,1,2,3
3/22/15 6:00,7,1,0,0,1,10.66,12.88,60,15.0013,1,2,3
3/22/15 7:00,7,1,0,0,1,9.84,11.365,60,15.0013,1,7,8
3/22/15 8:00,7,1,0,0,1,11.48,13.635,56,11.0014,6,16,22
3/22/15 9:00,7,1,0,0,1,12.3,15.15,52,8.9981,7,28,35
3/22/15 10:00,7,1,0,0,2,13.12,17.425,45,0,20,57,77
3/22/15 11:00,7,1,0,0,1,13.94,17.425,39,7.0015,54,69,123
3/22/15 12:00,7,1,0,0,1,14.76,18.18,40,7.0015,43,95,138
3/22/15 13:00,7,1,0,0,1,15.58,19.695,34,0,60,104,164
3/22/15 14:00,7,1,0,0,1,16.4,20.455,30,0,79,67,146
3/22/15 15:00,7,1,0,0,1,16.4,20.455,32,6.0032,77,80,157
3/22/15 16:00,7,1,0,0,1,17.22,21.21,32,0,64,71,135
3/22/15 17:00,7,1,0,0,1,16.4,20.455,35,19.0012,51,83,134
3/22/15 18:00,7,1,0,0,1,15.58,19.695,40,23.9994,28,58,86
3/22/15 19:00,7,1,0,0,1,14.76,16.665,43,19.0012,15,42,57
3/22/15 20:00,7,1,0,0,1,14.76,16.665,46,19.0012,14,32,46
3/22/15 21:00,7,1,0,0,2,13.94,15.91,53,19.0012,6,28,34
3/22/15 22:00,7,1,0,0,2,13.94,15.15,53,22.0028,5,20,25
3/22/15 23:00,7,1,0,0,3,13.94,15.15,61,26.0027,3,17,20
3/23/15 0:00,1,2,0,1,3,13.94,15.15,66,26.0027,2,6,8
3/23/15 1:00,1,2,0,1,2,13.94,15.15,71,26.0027,0,2,2
3/23/15 2:00,1,2,0,1,2,13.94,15.15,71,22.0028,1,1,2
3/23/15 3:00,1,2,0,1,2,13.94,15.15,71,22.0028,1,2,3
3/23/15 5:00,1,2,0,1,1,13.12,15.15,81,19.9995,1,5,6
3/23/15 6:00,1,2,0,1,3,13.12,15.15,76,16.9979,3,30,33
3/23/15 7:00,1,2,0,1,3,12.3,13.635,87,27.9993,4,86,90
3/23/15 8:00,1,2,0,1,2,12.3,13.635,87,27.9993,18,209,227
3/23/15 9:00,1,2,0,1,2,13.94,15.15,81,22.0028,10,129,139
3/23/15 10:00,1,2,0,1,2,15.58,19.695,76,26.0027,22,51,73
3/23/15 11:00,1,2,0,1,2,17.22,21.21,71,19.9995,23,43,66
3/23/15 12:00,1,2,0,1,2,18.04,21.97,77,16.9979,35,61,96
3/23/15 13:00,1,2,0,1,2,20.5,24.24,63,15.0013,20,53,73
3/23/15 14:00,1,2,0,1,2,22.14,25.76,64,15.0013,25,55,80
3/23/15 15:00,1,2,0,1,2,22.96,26.515,60,15.0013,28,71,99
3/23/15 16:00,1,2,0,1,2,22.14,25.76,64,19.0012,27,88,115
3/23/15 17:00,1,2,0,1,2,22.14,25.76,64,16.9979,35,218,253
3/23/15 18:00,1,2,0,1,2,21.32,25,72,15.0013,23,212,235
3/23/15 19:00,1,2,0,1,1,23.78,27.275,60,27.9993,15,134,149
3/23/15 20:00,1,2,0,1,1,22.96,26.515,64,12.998,14,97,111
3/23/15 21:00,1,2,0,1,1,18.86,22.725,94,12.998,4,56,60
3/23/15 22:00,1,2,0,1,1,18.86,22.725,88,15.0013,3,39,42
3/23/15 23:00,1,2,0,1,1,18.86,22.725,88,6.0032,1,20,21
3/24/15 0:00,2,2,0,1,1,18.86,22.725,88,12.998,5,9,14
3/24/15 1:00,2,2,0,1,1,17.22,21.21,100,8.9981,3,5,8
3/24/15 2:00,2,2,0,1,1,18.04,21.97,94,6.0032,2,1,3
3/24/15 3:00,2,2,0,1,1,18.04,21.97,82,15.0013,3,1,4
3/24/15 4:00,2,2,0,1,2,17.22,21.21,82,11.0014,1,2,3
3/24/15 5:00,2,2,0,1,2,16.4,20.455,87,8.9981,1,10,11
3/24/15 6:00,2,2,0,1,1,16.4,20.455,87,16.9979,3,38,41
3/24/15 7:00,2,2,0,1,2,16.4,20.455,76,7.0015,10,114,124
3/24/15 8:00,2,2,0,1,2,16.4,20.455,58,19.9995,17,254,271
3/24/15 9:00,2,2,0,1,2,16.4,20.455,58,31.0009,11,144,155
3/24/15 10:00,2,2,0,1,2,18.04,21.97,54,19.9995,24,51,75
3/24/15 11:00,2,2,0,1,1,18.04,21.97,51,22.0028,27,52,79
3/24/15 12:00,2,2,0,1,1,18.86,22.725,47,16.9979,31,70,101
3/24/15 13:00,2,2,0,1,1,20.5,24.24,45,15.0013,24,74,98
3/24/15 14:00,2,2,0,1,1,20.5,24.24,42,22.0028,15,65,80
3/24/15 15:00,2,2,0,1,1,20.5,24.24,42,15.0013,30,72,102
3/24/15 16:00,2,2,0,1,1,20.5,24.24,42,7.0015,24,88,112
3/24/15 17:00,2,2,0,1,1,20.5,24.24,42,7.0015,31,203,234
3/24/15 18:00,2,2,0,1,1,19.68,23.485,44,6.0032,20,211,231
3/24/15 19:00,2,2,0,1,2,18.04,21.97,54,16.9979,12,140,152
3/24/15 20:00,2,2,0,1,2,18.04,21.97,54,23.9994,6,77,83
3/24/15 21:00,2,2,0,1,2,17.22,21.21,54,19.0012,5,61,66
3/24/15 22:00,2,2,0,1,2,16.4,20.455,58,16.9979,7,32,39
3/24/15 23:00,2,2,0,1,2,16.4,20.455,58,16.9979,2,28,30
3/25/15 0:00,3,2,0,1,3,14.76,17.425,71,15.0013,0,9,9
3/25/15 1:00,3,2,0,1,3,13.94,15.91,76,15.0013,1,4,5
3/25/15 2:00,3,2,0,1,3,13.94,15.91,76,15.0013,1,1,2
3/25/15 3:00,3,2,0,1,2,13.94,15.91,76,16.9979,1,3,4
3/25/15 5:00,3,2,0,1,3,13.12,15.91,87,12.998,1,6,7
3/25/15 6:00,3,2,0,1,2,13.94,15.91,87,16.9979,4,38,42
3/25/15 7:00,3,2,0,1,2,13.12,15.15,93,15.0013,15,112,127
3/25/15 8:00,3,2,0,1,2,13.12,15.91,87,12.998,19,233,252
3/25/15 9:00,3,2,0,1,2,13.12,15.15,81,16.9979,8,141,149
3/25/15 10:00,3,2,0,1,2,13.94,15.91,81,19.0012,14,50,64
3/25/15 11:00,3,2,0,1,2,13.94,16.665,87,12.998,14,54,68
3/25/15 12:00,3,2,0,1,2,13.94,15.91,87,15.0013,19,75,94
3/25/15 13:00,3,2,0,1,3,13.94,16.665,87,8.9981,18,82,100
3/25/15 14:00,3,2,0,1,2,14.76,18.18,87,7.0015,22,65,87
3/25/15 15:00,3,2,0,1,2,15.58,19.695,82,15.0013,19,72,91
3/25/15 16:00,3,2,0,1,2,16.4,20.455,76,15.0013,20,112,132
3/25/15 17:00,3,2,0,1,2,16.4,20.455,76,15.0013,28,197,225
3/25/15 18:00,3,2,0,1,3,15.58,19.695,82,16.9979,19,194,213
3/25/15 19:00,3,2,0,1,3,15.58,19.695,82,16.9979,15,137,152
3/25/15 20:00,3,2,0,1,3,14.76,15.15,87,43.0006,8,99,107
3/25/15 21:00,3,2,0,1,3,13.12,14.395,100,27.9993,7,64,71
3/25/15 22:00,3,2,0,1,2,13.12,15.91,93,11.0014,8,33,41
3/25/15 23:00,3,2,0,1,3,13.12,16.665,90,0,5,18,23
3/26/15 0:00,4,2,0,1,2,13.12,15.15,93,15.0013,4,10,14
3/26/15 1:00,4,2,0,1,2,12.3,14.395,100,15.0013,1,7,8
3/26/15 2:00,4,2,0,1,2,12.3,14.395,100,16.9979,2,3,5
3/26/15 3:00,4,2,0,1,2,11.48,13.635,100,12.998,1,1,2
3/26/15 4:00,4,2,0,1,2,11.48,13.635,100,12.998,1,2,3
3/26/15 5:00,4,2,0,1,2,11.48,13.635,93,15.0013,1,8,9
3/26/15 6:00,4,2,0,1,2,11.48,13.635,93,15.0013,2,30,32
3/26/15 7:00,4,2,0,1,3,10.66,12.88,100,15.0013,7,83,90
3/26/15 8:00,4,2,0,1,3,10.66,11.365,100,19.9995,10,163,173
3/26/15 9:00,4,2,0,1,2,10.66,12.88,93,15.0013,13,93,106
3/26/15 10:00,4,2,0,1,2,10.66,11.365,93,22.0028,5,43,48
3/26/15 11:00,4,2,0,1,2,12.3,13.635,81,19.9995,14,36,50
3/26/15 12:00,4,2,0,1,2,12.3,13.635,70,22.0028,15,56,71
3/26/15 13:00,4,2,0,1,2,13.12,15.15,70,15.0013,14,49,63
3/26/15 14:00,4,2,0,1,2,12.3,15.15,70,8.9981,17,50,67
3/26/15 15:00,4,2,0,1,2,12.3,14.395,70,16.9979,17,53,70
3/26/15 16:00,4,2,0,1,2,12.3,14.395,65,15.0013,18,65,83
3/26/15 17:00,4,2,0,1,2,12.3,14.395,70,15.0013,26,188,214
3/26/15 18:00,4,2,0,1,2,12.3,13.635,61,19.9995,26,171,197
3/26/15 19:00,4,2,0,1,1,12.3,13.635,56,26.0027,12,120,132
3/26/15 20:00,4,2,0,1,1,11.48,12.88,61,19.0012,18,71,89
3/26/15 21:00,4,2,0,1,1,10.66,12.88,65,15.0013,10,74,84
3/26/15 22:00,4,2,0,1,1,10.66,12.88,65,11.0014,11,50,61
3/26/15 23:00,4,2,0,1,1,9.84,11.365,65,12.998,5,35,40
3/27/15 0:00,5,2,0,1,1,9.84,11.365,60,12.998,3,16,19
3/27/15 1:00,5,2,0,1,1,8.2,10.605,69,11.0014,2,10,12
3/27/15 2:00,5,2,0,1,1,8.2,9.85,69,15.0013,4,7,11
3/27/15 3:00,5,2,0,1,1,8.2,11.365,69,7.0015,1,3,4
3/27/15 4:00,5,2,0,1,1,7.38,10.605,74,7.0015,0,0,0
3/27/15 5:00,5,2,0,1,1,7.38,9.85,74,11.0014,2,8,10
3/27/15 6:00,5,2,0,1,1,7.38,9.09,74,15.0013,1,33,34
3/27/15 7:00,5,2,0,1,1,8.2,9.09,59,23.9994,11,108,119
3/27/15 8:00,5,2,0,1,1,9.02,10.605,51,19.0012,20,250,270
3/27/15 9:00,5,2,0,1,1,9.84,10.605,48,19.9995,16,168,184
3/27/15 10:00,5,2,0,1,1,10.66,12.88,48,0,31,67,98
3/27/15 11:00,5,2,0,1,1,12.3,14.395,45,19.0012,35,86,121
3/27/15 12:00,5,2,0,1,1,13.12,15.15,42,16.9979,44,110,154
3/27/15 13:00,5,2,0,1,1,13.12,15.91,39,12.998,37,105,142
3/27/15 14:00,5,2,0,1,1,14.76,16.665,32,22.0028,48,84,132
3/27/15 15:00,5,2,0,1,2,13.94,15.91,36,16.9979,42,88,130
3/27/15 16:00,5,2,0,1,2,13.94,15.15,34,19.9995,43,116,159
3/27/15 17:00,5,2,0,1,2,13.12,14.395,36,23.9994,59,219,278
3/27/15 18:00,5,2,0,1,1,12.3,14.395,39,16.9979,52,191,243
3/27/15 19:00,5,2,0,1,2,12.3,14.395,36,19.0012,33,122,155
3/27/15 20:00,5,2,0,1,2,12.3,15.15,39,8.9981,26,87,113
3/27/15 21:00,5,2,0,1,2,12.3,15.15,39,11.0014,16,68,84
3/27/15 22:00,5,2,0,1,2,11.48,12.88,38,22.0028,33,58,91
3/27/15 23:00,5,2,0,1,2,10.66,12.12,38,19.0012,15,47,62
3/28/15 0:00,6,2,0,0,2,10.66,12.12,38,19.0012,15,41,56
3/28/15 1:00,6,2,0,0,1,10.66,11.365,38,19.9995,10,26,36
3/28/15 2:00,6,2,0,0,1,9.02,10.605,44,15.0013,3,17,20
3/28/15 3:00,6,2,0,0,1,8.2,9.85,47,12.998,2,7,9
3/28/15 4:00,6,2,0,0,1,9.02,10.605,44,15.0013,1,2,3
3/28/15 5:00,6,2,0,0,1,8.2,9.85,51,12.998,0,3,3
3/28/15 6:00,6,2,0,0,1,7.38,9.09,55,12.998,1,6,7
3/28/15 7:00,6,2,0,0,1,8.2,9.85,51,12.998,5,15,20
3/28/15 8:00,6,2,0,0,1,9.02,11.365,44,8.9981,10,41,51
3/28/15 9:00,6,2,0,0,1,9.84,12.12,41,8.9981,31,59,90
3/28/15 10:00,6,2,0,0,1,10.66,12.88,41,11.0014,39,82,121
3/28/15 11:00,6,2,0,0,1,11.48,13.635,38,11.0014,63,95,158
3/28/15 12:00,6,2,0,0,1,12.3,14.395,36,12.998,89,125,214
3/28/15 13:00,6,2,0,0,1,13.12,15.15,33,15.0013,118,112,230
3/28/15 14:00,6,2,0,0,1,13.94,15.91,29,15.0013,120,120,240
3/28/15 15:00,6,2,0,0,1,13.94,16.665,29,12.998,126,122,248
3/28/15 16:00,6,2,0,0,1,13.94,16.665,23,12.998,138,137,275
3/28/15 17:00,6,2,0,0,1,13.12,15.15,24,15.0013,119,127,246
3/28/15 18:00,6,2,0,0,2,13.12,15.91,21,11.0014,74,108,182
3/28/15 19:00,6,2,0,0,2,11.48,13.635,45,16.9979,32,101,133
3/28/15 20:00,6,2,0,0,2,11.48,13.635,45,16.9979,31,67,98
3/28/15 21:00,6,2,0,0,2,10.66,12.88,44,12.998,29,60,89
3/28/15 22:00,6,2,0,0,2,11.48,13.635,41,15.0013,18,51,69
3/28/15 23:00,6,2,0,0,2,10.66,12.12,44,19.0012,12,38,50
3/29/15 0:00,7,2,0,0,2,10.66,12.88,41,11.0014,6,37,43
3/29/15 1:00,7,2,0,0,2,9.84,11.365,52,12.998,12,25,37
3/29/15 2:00,7,2,0,0,3,9.02,11.365,55,12.998,2,7,9
3/29/15 3:00,7,2,0,0,3,8.2,9.85,69,15.0013,5,16,21
3/29/15 4:00,7,2,0,0,3,7.38,9.85,74,11.0014,4,8,12
3/29/15 6:00,7,2,0,0,3,6.56,9.09,86,8.9981,1,3,4
3/29/15 7:00,7,2,0,0,3,6.56,8.335,86,11.0014,2,8,10
3/29/15 8:00,7,2,0,0,1,8.2,9.85,69,15.0013,9,20,29
3/29/15 9:00,7,2,0,0,1,9.02,11.365,55,8.9981,8,32,40
3/29/15 10:00,7,2,0,0,2,9.02,10.605,55,15.0013,28,72,100
3/29/15 11:00,7,2,0,0,2,9.84,12.12,48,11.0014,71,82,153
3/29/15 12:00,7,2,0,0,2,10.66,12.88,44,15.0013,59,108,167
3/29/15 13:00,7,2,0,0,1,12.3,14.395,39,15.0013,79,114,193
3/29/15 14:00,7,2,0,0,1,13.12,15.91,36,11.0014,112,87,199
3/29/15 15:00,7,2,0,0,1,13.12,15.15,36,19.0012,113,118,231
3/29/15 16:00,7,2,0,0,1,13.94,16.665,34,0,95,102,197
3/29/15 17:00,7,2,0,0,1,13.12,15.15,31,16.9979,75,113,188
3/29/15 18:00,7,2,0,0,1,12.3,14.395,33,12.998,42,76,118
